original_index,max_H_run_length,gene_name
585,2.0,AAU26694.1 nitrogen fixation protein (Fe-S cluster formation) NifU [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
586,2.0,AAU26695.1 metal-sulfur cluster biosynthetic enzyme [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
587,2.0,AAU26696.1 lysyl tRNA synthetase [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
588,2.0,AAU26697.1 hypothetical SAM-dependent methyltransferase [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
589,2.0,AAU26698.1 alanyl tRNA synthetase [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
590,2.0,AAU26699.1 major facilitator family transporter [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
591,2.0,AAU26700.1 metal ion transporter [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
592,2.0,"AAU26701.1 alcohol dehydrogenase (NADP-dependent, zinc-type) [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]"
593,2.0,AAU26702.1 hypothetical protein lpg0613 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
594,2.0,AAU26703.1 hypothetical protein lpg0614 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
595,2.0,AAU26704.1 polypeptide deformylase [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
596,2.0,AAU26705.1 GTP cyclohydrolase I PLUS perhaps regulatory protein [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
597,2.0,AAU26706.1 major outer membrane protein [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
598,2.0,AAU26707.1 3-methyladenine DNA glycosylase [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
599,2.0,AAU26708.1 glyoxylase [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
600,2.0,AAU26709.1 hypothetical protein lpg0620 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
601,2.0,AAU26710.1 SidA [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
602,2.0,AAU26711.1 transmembrane protein [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
603,2.0,AAU26712.1 hypothetical protein lpg0623 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
604,2.0,AAU26713.1 hypothetical protein lpg0624 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
605,2.0,AAU26714.1 expressed protein [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
606,2.0,AAU26715.1 DNA uptake/competence protein ComA [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
607,2.0,AAU26716.1 type IV pilin [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
608,2.0,AAU26717.1 type IV fimbrial biogenesis PilY1-related protein [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
609,2.0,AAU26718.1 Tfp pilus assembly protein PilX [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
610,2.0,"AAU26719.1 type IV fimbrial biogenesis PilW related protein, transmembrane) [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]"
611,2.0,AAU26720.1 type IV fimbrial biogenesis protein PilV [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
612,2.0,AAU26721.1 type IV pre-pilin [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
613,2.0,AAU26722.1 polysaccharide deacetylase [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
614,2.0,AAU26723.1 hypothetical protein lpg0634 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
615,2.0,AAU26724.1 melitin resistance protein [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
616,2.0,AAU26725.1 thymidine kinase [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
617,2.0,AAU26726.1 major facilitator family transporter [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
618,2.0,AAU26727.1 major facilitator family transporter [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
619,2.0,AAU26728.1 phosphopentomutase [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
620,2.0,"AAU26729.1 heat shock protein, HslVU, proteasome-related peptidase subunit [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]"
621,2.0,"AAU26730.1 ATP dependent Hsl protease, ATP binding subunit [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]"
622,2.0,AAU26731.1 hypothetical protein lpg0642 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
623,2.0,AAU26732.1 ribonuclease BN [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
624,2.0,AAU26733.1 hypothetical protein lpg0644 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
625,2.0,AAU26734.1 hypothetical protein lpg0645 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
626,2.0,AAU26735.1 trp repressor binding protein [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
627,2.0,AAU26736.1 hypothetical protein lpg0647 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
628,2.0,AAU26737.1 exodeoxyribonuclease III [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
629,2.0,AAU26738.1 exodeoxyribonuclease III [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
630,2.0,AAU26739.1 50S ribosomal protein L31 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
631,2.0,AAU26740.1 malate oxidoreductase [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
632,2.0,AAU26741.1 major facilitator family transporter [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
633,2.0,AAU26742.1 major facilitator family transporter [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
634,2.0,AAU26743.1 DNA adenine methylase [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
635,2.0,AAU26744.1 tryptophan/tyrosine permease [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
636,2.0,AAU26745.1 tryptophan/tyrosine permease [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
637,2.0,"AAU26746.1 outer membrane protein, OmpA family protein [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]"
638,2.0,AAU26747.1 HlyD family secretion protein [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
639,2.0,AAU26748.1 ABC transporter ElsE [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
640,2.0,AAU26749.1 ABC transporter permease protein [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
641,2.0,AAU26750.1 ABC transporter permease protein [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
642,2.0,AAU26751.1 multidrug efflux MFS outer membrane protein (RND family) [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
643,2.0,AAU26752.1 soluble lytic murein transglycosylase [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
644,2.0,AAU26753.1 D-ribulose-5-phosphate-3-epimerase [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
645,2.0,AAU26754.1 putative transmembrane protein [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
646,2.0,AAU26755.1 hypothetical protein lpg0666 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
647,2.0,AAU26756.1 hypothetical protein lpg0667 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
648,2.0,AAU26757.1 hypothetical protein lpg0668 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
649,2.0,AAU26758.1 hypothetical exported protein [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
650,2.0,AAU26759.1 hypothetical protein lpg0670 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
651,2.0,AAU26760.1 NADH dehydrogenase transmembrane protein [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
652,2.0,AAU26761.1 acetoacetate decarboxylase ADC [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
653,2.0,AAU26762.1 signal peptide protein [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
654,2.0,AAU26763.1 adenylate cyclase [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
655,2.0,AAU26764.1 hypothetical protein lpg0675 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
656,2.0,AAU26765.1 hypothetical protein lpg0676 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
657,2.0,AAU26766.1 hypothetical protein lpg0677 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
658,1.0,"AAU26767.1 arginine ABC transporter, periplasmic binding protein [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]"
659,2.0,AAU26768.1 adenylyl transferase [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
660,2.0,AAU26769.1 dipeptidyl aminopeptidase/acylaminoacyl peptidase [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
661,2.0,"AAU26770.1 lipoprotein, putative [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]"
662,2.0,AAU26771.1 ABC transporter ATP-binding protein [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
663,2.0,"AAU26772.1 transmembrane protein, ABC-type multidrug transport system [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]"
664,2.0,AAU26773.1 hypothetical protein lpg0684 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
665,2.0,AAU26774.1 Fe-S oxidoreductase [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
666,2.0,AAU26775.1 thiol:disulfide interchange protein DsbD [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
667,2.0,"AAU26776.1 Hsp10, 10 kDa chaperonin GroES [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]"
668,2.0,"AAU26777.1 Hsp60, 60K heat shock protein HtpB [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]"
669,2.0,AAU26778.1 DNA binding stress protein [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
670,2.0,AAU26779.1 hypothetical protein lpg0690 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
671,2.0,AAU26780.1 DNA topoisomerase IV subunit B [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
672,2.0,"AAU26781.1 ABC type dipeptide/oligopeptide/nickel transport, ATPase component [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]"
673,2.0,"AAU26782.1 LigA, interaptin [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]"
674,2.0,AAU26783.1 prolyl-tRNA synthase [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
675,2.0,AAU26784.1 ankyrin repeat-containing protein [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
676,2.0,AAU26785.1 hypothetical protein lpg0696 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
677,2.0,AAU26786.1 sulfate transporter [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
678,2.0,AAU26787.1 hypothetical protein lpg0698 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
679,2.0,AAU26788.1 outer membrane protein TolC [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
680,2.0,AAU26789.1 protein-L-isoaspartate-O-methyltransferase [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
681,2.0,AAU26790.1 2-amino-3-ketobutyrate coenzyme A ligase [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
682,2.0,AAU26791.1 threonine(-3-)dehydrogenase [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
683,2.0,"AAU26792.1 ABC transporter, ABC binding protein [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]"
684,2.0,AAU26793.1 enhanced entry protein EnhA [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
685,2.0,AAU26794.1 predicted transporter component [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
686,2.0,AAU26795.1 predicted transporter component [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
687,2.0,AAU26796.1 (outer) membrane protein [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
688,2.0,AAU26797.1 IcmL-like [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
689,2.0,AAU26798.1 formiminoglutamase [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
690,2.0,AAU26799.1 sepiapterin reductase [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
691,2.0,AAU26800.1 imidazolonepropionase [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
692,2.0,"AAU26801.1 endo-1,4-beta-xylanase-like [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]"
693,2.0,AAU26802.1 oligopeptide transporter [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
694,2.0,AAU26803.1 sensor histidine kinase [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
695,2.0,AAU26804.1 two component response regulator [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
696,2.0,AAU26805.1 hypothetical protein lpg0716 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
697,2.0,AAU26806.1 hypothetical protein lpg0717 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
698,2.0,AAU26807.1 proton/sodium-glutamate symport protein [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
699,2.0,AAU26808.1 valyl tRNA synthase [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
700,2.0,AAU26809.1 multidrug resistance protein [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
701,2.0,"AAU26810.1 RND efflux membrane fusion protein, acriflavin resistance protein E [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]"
702,2.0,AAU26811.1 hypothetical protein lpg0722 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
703,2.0,"AAU26812.1 hypothetical, His rich [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]"
704,2.0,AAU26813.1 hypothetical periplasmic or secreted lipoprotein [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
705,2.0,AAU26814.1 serine hydroxymethyltransferase [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
706,2.0,AAU26815.1 ATP cone and Zn ribbon domains protein [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
707,2.0,AAU26816.1 transcription termination factor NusB [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
708,2.0,AAU26817.1 thiamine monophosphate kinase (AIR synthase) [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
709,2.0,AAU26818.1 phosphatidylglycerophosphatase A (PgpA) [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
710,2.0,AAU26819.1 transmembrane permease [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
711,1.0,AAU26820.1 hypothetical protein lpg0731 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
712,1.0,AAU26821.1 hypothetical protein lpg0732 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
713,1.0,AAU26822.1 hypothetical protein lpg0733 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
714,1.0,AAU26823.1 glutamine dependent NAD+ synthetase [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
715,2.0,"AAU26824.1 DNA helicase, SNF2/RAD54 family domain protein [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]"
716,2.0,AAU26825.1 helicase/SNF2 superfamily [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
717,2.0,AAU26826.1 hypothetical signal peptide protein [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
718,2.0,AAU26827.1 replicative DNA helicase [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
719,2.0,AAU26828.1 alanine racemase [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
720,2.0,AAU26829.1 17kDa common antigen [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
721,2.0,AAU26830.1 hypothetical protein lpg0741 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
722,2.0,AAU26831.1 hypothetical protein lpg0742 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
723,2.0,AAU26832.1 glutamate synthetase [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
724,2.0,AAU26833.1 GGDEF domain protein [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
725,2.0,AAU26834.1 lipoic acid synthetase [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
726,2.0,AAU26835.1 IraAB [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
727,2.0,AAU26836.1 hypothetical protein lpg0747 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
728,2.0,"AAU26837.1 LPS biosynthesis protein, PseA-like [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]"
729,2.0,"AAU26838.1 imidazole glycerol phosphate synthase, cyclase subunit HisF [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]"
730,2.0,AAU26839.1 imidazole glycerol phosphate synthase subunit HisH [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
731,2.0,AAU26840.1 CMP-N-acetylneuraminic acid synthetase [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
732,2.0,AAU26841.1 N-acetylneuraminic acid synthetase [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
733,2.0,AAU26842.1 polysialic acid biosynthesis [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
734,2.0,AAU26843.1 acetyltransferase [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
735,2.0,AAU26844.1 pyridoxal phosphate-dependent enzyme apparently involved in regulation of cell wall biosynthesis [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
736,2.0,"AAU26845.1 dTDP-6-deoxy-D-glucose-3,5-epimerase RmlC [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]"
737,2.0,AAU26846.1 dTDP-6-deoxy-L-mannose dehydrogenase RmlD [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
738,2.0,"AAU26847.1 dTDP-glucose 4,6-dehydratase RmlB [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]"
739,2.0,AAU26848.1 glucose-6-phosphate isomerase [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
740,2.0,AAU26849.1 glucose-1-phosphate thymidylyltransferase RmlA [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
741,2.0,"AAU26850.1 NAD dependent epimerase/dehydratase, UDP-glucose-4-epimerase [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]"
742,2.0,AAU26851.1 O-antigen initiating glycosyl transferase group 4-UDP-N-acetylmuramyl pentapeptide phosphotransferase/(N-acetylgalactosaminyl transferase TrsF) [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
743,2.0,AAU26852.1 hypothetical protein lpg0763 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
744,2.0,AAU26853.1 hypothetical protein lpg0764 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
745,2.0,AAU26854.1 tetratricopeptide repeat domain 8 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
746,2.0,AAU26855.1 hypothetical protein lpg0766 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
747,2.0,AAU26856.1 hypothetical protein lpg0767 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
748,2.0,AAU26857.1 spore coat polysaccharide biosynthesis protein E (NeuB) [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
749,2.0,AAU26858.1 hypothetical protein lpg0769 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
750,2.0,AAU26859.1 hypothetical protein lpg0770 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
751,2.0,AAU26860.1 hypothetical protein lpg0771 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
752,2.0,"AAU26861.1 polysaccharide ABC transporter, permease protein [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]"
753,2.0,"AAU26862.1 polysaccharide ABC transporter, ATP binding protein [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]"
754,2.0,AAU26863.1 hypothetical protein lpg0774 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
755,2.0,AAU26864.1 glycosyl transferase [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
756,2.0,AAU26865.1 transposase [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
757,2.0,AAU26866.1 O-acetyltransferase [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
758,2.0,AAU26867.1 glycosyl transferase [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
759,2.0,AAU26868.1 glycosyltransferase [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
760,2.0,AAU26869.1 metallo-beta-lactamase family protein [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
761,2.0,AAU26870.1 global regulator (carbon storage regulator) [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
762,2.0,AAU26871.1 O-antigen acetylase [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
763,2.0,AAU26872.1 biotin operon repressor and biotin [acetyl CoA carboxylase] synthetase BirA bifunctional protein [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
764,1.0,AAU26873.1 phosphopantetheine-protein transferase [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
765,1.0,"AAU26874.1 acetyl CoA carboxylase, carboxyltransferase, alpha subunit [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]"
766,2.0,AAU26875.1 cell cycle protein MesJ [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
767,2.0,AAU26876.1 hypothetical protein lpg0787 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
768,2.0,AAU26877.1 hypothetical protein lpg0788 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
769,2.0,AAU26878.1 alginate O-acetyltransferase AlgI [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
770,2.0,"AAU26879.1 L-serine dehydratase (iron, sulfur-dependent) [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]"
771,2.0,AAU26880.1 macrophage infectivity potentiator (Mip) [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
772,2.0,AAU26881.1 beta lactamase induction signal transducer AmpG [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
773,2.0,"AAU26882.1 IS1400 transposase, transposase ORFA [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]"
774,2.0,AAU26883.1 ISI400 transposase B [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
775,2.0,AAU26884.1 ISI400 transposase B [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
776,2.0,AAU26885.1 hypothetical protein lpg0796 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
777,2.0,AAU26886.1 hypothetical protein lpg0798 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
778,2.0,AAU26887.1 quinolinate synthetase A (NadA) [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
779,3.0,AAU26888.1 L-aspartate oxidase [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
780,3.0,AAU26889.1 adenylsuccinate lyase [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
781,3.0,AAU26890.1 sulfate transporter [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
782,3.0,"AAU26891.1 acyl CoA dehydrogenase, short chain specific [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]"
783,3.0,AAU26892.1 choloylglycine hydrolase [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
784,3.0,AAU26893.1 phosphoenolpyruvate synthase [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
785,3.0,AAU26894.1 Na+/H+ antiporter [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
786,3.0,AAU26895.1 nicotinate-nucleotide pyrophosphorylase [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
787,3.0,AAU26896.1 UDP-N-acetylglucosamine-N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
788,3.0,AAU26897.1 succinyl-diaminopimelate desuccinylase [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
789,3.0,AAU26898.1 hypothetical protein lpg0810 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
790,3.0,AAU26899.1 rod shape determining protein MreB [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
791,2.0,AAU26900.1 rod shape determining protein MreC [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
792,2.0,AAU26901.1 rod shape determining protein MreD [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
793,2.0,AAU26902.1 pseudouridine synthase [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
794,2.0,AAU26903.1 hypothetical protein lpg0815 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
795,2.0,"AAU26904.1 isocitrate dehydrogenase, NADP-dependent [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]"
796,2.0,AAU26905.1 hypothetical protein lpg0817 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
797,2.0,AAU26906.1 ATP binding protease component ClpA [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
798,2.0,AAU26907.1 ORF2 transposase [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
799,2.0,AAU26908.1 endonuclease [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
800,2.0,AAU26909.1 lipopolysaccharide biosynthesis glycosyltransferase [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
801,2.0,AAU26910.1 O-antigen biosynthesis protein [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
802,2.0,AAU26911.1 neurogenic locus notch protein homolog precursor [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
803,2.0,AAU26912.1 rhomboid family protein [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
804,2.0,"AAU26913.1 peptidase, M23/M37 family [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]"
805,2.0,"AAU26914.1 exonuclease VII, large subunit [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]"
806,2.0,AAU26915.1 agglutination protein [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
807,2.0,AAU26916.1 periplasmic protein [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
808,2.0,"AAU26917.1 two component histidine kinase, GGDEF domain protein/EAL domain protein [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]"
809,2.0,AAU26918.1 hypothetical protein lpg0830 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
810,2.0,AAU26919.1 flavin containing monooxygenae [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
811,2.0,"AAU26920.1 oxidoreductase dehydrogenase, short chain [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]"
812,2.0,AAU26921.1 indole-3-glycerol phosphate synthase [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
813,2.0,AAU26922.1 anthranilate phosphoribosyltransferase [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
814,2.0,AAU26923.1 anthranilate synthase component II [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
815,2.0,"AAU26924.1 ABC transporter, ATP binding protein [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]"
816,2.0,AAU26925.1 hypothetical protein lpg0837 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
817,2.0,AAU26926.1 hypothetical protein lpg0838 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
818,2.0,"AAU26927.1 hydrolase, HAD superfamily, subfamily III A [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]"
819,2.0,AAU26928.1 polysialic acid capsule expression protein [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
